linetype,characterID,characterName,transactTime,transactionID,transactionType,stationID,stationName,clientID,clientName,typeID,typeName,quantity,price,transactionFor
TRADE,90192277,Gynax Gallenor,2011-06-10 00:12:00,1842820144,buy,60011131,Alillere IV - Aliastra Retail Center,90833521,Katalina Yvormes,34,Tritanium,50019,2.87,personal
TRADE,90192277,Gynax Gallenor,2011-06-10 00:13:00,1842820419,buy,60015032,Mesokel I - Federal Navy Academy School,397665935,Feydh Hulud,34,Tritanium,18381,2.61,personal
TRADE,90192277,Gynax Gallenor,2011-06-10 00:15:00,1842822303,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,1306040016,Kentren,12485,Minmatar Drone Specialization,1,2501503.08,personal
TRADE,90192277,Gynax Gallenor,2011-06-10 00:16:00,1842823063,buy,60012040,Misneden IV - Moon 2 - Federation Customs Testing Facilities,248813045,hereticallangour,37,Isogen,41,59.13,personal
TRADE,90192277,Gynax Gallenor,2011-06-10 00:20:00,1842825497,buy,60011569,Bille X - Moon 1 - University of Caille School,90811632,Roycewicx Mernard,17471,Dense Veldspar,238,8.02,personal
TRADE,90192277,Gynax Gallenor,2011-06-10 00:21:00,1842826145,buy,60011854,Mirilene IV - Moon 1 - Federation Navy Logistic Support,704486481,nEWoob,34,Tritanium,2202,2.87,personal
TRADE,90192277,Gynax Gallenor,2011-06-10 00:24:00,1842828406,buy,60009682,Vylade IV - Moon 16 - Astral Mining Inc. Mineral Reserve,1528525071,Reavrxs,34,Tritanium,36986,2.87,personal
TRADE,90192277,Gynax Gallenor,2011-06-10 00:27:00,1842831223,buy,60011980,Eglennaert I - Moon 4 - Federal Intelligence Office Logistic Support,90547880,Arvas Dreven,34,Tritanium,78894,2.87,personal
TRADE,90192277,Gynax Gallenor,2011-06-10 00:28:00,1842831695,buy,60011983,Auvergne V - Moon 5 - Federal Intelligence Office Assembly Plant,1501476405,Kalsintine,34,Tritanium,381391,2.87,personal
TRADE,90192277,Gynax Gallenor,2011-06-10 00:29:00,1842832022,buy,60011866,Dodixie IX - Moon 20 - Federation Navy Assembly Plant,373560502,Srodnat,17478,Retriever,2,4600002.08,personal
